"18938728";"38685293@N00";"herval";"-7.118000";"-34.828000";"2005-05-15 14:14:30";"1118608111";"https://www.flickr.com/photos/38685293@N00/18938728"
"20626295";"38685293@N00";"herval";"-7.096911";"-34.838840";"2005-02-16 19:03:16";"1119327573";"https://www.flickr.com/photos/38685293@N00/20626295"
"20626253";"38685293@N00";"herval";"-7.129441";"-34.870340";"2005-02-22 21:58:00";"1119327557";"https://www.flickr.com/photos/38685293@N00/20626253"
"22530891";"38685293@N00";"herval";"-7.078800";"-34.834642";"2004-09-20 21:01:07";"1120108121";"https://www.flickr.com/photos/38685293@N00/22530891"
"22230959";"38685293@N00";"herval";"-7.118693";"-34.829192";"2005-06-27 19:09:44";"1119995745";"https://www.flickr.com/photos/38685293@N00/22230959"
"21802007";"38685293@N00";"herval";"-7.128000";"-34.909000";"2004-07-06 17:18:10";"1119840846";"https://www.flickr.com/photos/38685293@N00/21802007"
"21509218";"38685293@N00";"herval";"-7.140000";"-34.848000";"2005-06-02 20:01:16";"1119731646";"https://www.flickr.com/photos/38685293@N00/21509218"
"24342398";"38685293@N00";"herval";"-7.129442";"-34.870330";"2004-09-19 16:51:18";"1120779591";"https://www.flickr.com/photos/38685293@N00/24342398"
"30773253";"38685293@N00";"herval";"-7.129850";"-34.821854";"2004-11-07 15:51:47";"1123034239";"https://www.flickr.com/photos/38685293@N00/30773253"
"78911850";"38685293@N00";"herval";"-7.107749";"-34.830431";"2005-12-26 18:54:05";"1135865277";"https://www.flickr.com/photos/38685293@N00/78911850"
"80648942";"38685293@N00";"herval";"-7.107808";"-34.830555";"2005-12-31 20:21:02";"1136173906";"https://www.flickr.com/photos/38685293@N00/80648942"
"80638085";"38685293@N00";"herval";"-7.107829";"-34.830480";"2006-01-01 03:30:17";"1136172646";"https://www.flickr.com/photos/38685293@N00/80638085"
"172341273";"58983461@N00";"DoLL112";"-7.116695";"-34.823071";"2005-10-09 02:55:39";"1150941886";"https://www.flickr.com/photos/58983461@N00/172341273"
"236489988";"38685293@N00";"herval";"-7.124655";"-34.840221";"2006-08-23 17:37:59";"1157596809";"https://www.flickr.com/photos/38685293@N00/236489988"
"236487583";"38685293@N00";"herval";"-7.124655";"-34.840307";"2006-08-23 17:27:39";"1157596638";"https://www.flickr.com/photos/38685293@N00/236487583"
"235637256";"38685293@N00";"herval";"-7.118651";"-34.829192";"2006-09-02 11:35:15";"1157515728";"https://www.flickr.com/photos/38685293@N00/235637256"
"234616071";"38685293@N00";"herval";"-7.118736";"-34.829235";"2006-08-27 13:35:39";"1157429621";"https://www.flickr.com/photos/38685293@N00/234616071"
"234541642";"38685293@N00";"herval";"-7.094547";"-34.840779";"2006-08-26 16:11:06";"1157424791";"https://www.flickr.com/photos/38685293@N00/234541642"
